TransactionId,FraudResult
TransactionId_91827,1
TransactionId_99831,1
TransactionId_109318,1
TransactionId_43422,0
TransactionId_111172,1
TransactionId_18677,1
TransactionId_41935,0
TransactionId_97511,0
TransactionId_11130,1
TransactionId_38944,0
TransactionId_89420,1
TransactionId_35908,0
TransactionId_91508,1
TransactionId_68410,1
TransactionId_83394,0
TransactionId_19821,1
TransactionId_57045,0
TransactionId_112008,1
TransactionId_139266,1
TransactionId_19841,1
TransactionId_95590,1
TransactionId_81562,0
TransactionId_99573,1
TransactionId_38174,1
TransactionId_110633,0
TransactionId_125043,1
TransactionId_33088,1
TransactionId_76855,0
TransactionId_77394,1
TransactionId_44425,1
TransactionId_52415,0
TransactionId_12495,1
TransactionId_80836,1
TransactionId_79591,1
TransactionId_52700,1
TransactionId_14251,1
TransactionId_85747,1
TransactionId_69987,0
TransactionId_87707,1
TransactionId_126507,1
TransactionId_65851,1
TransactionId_109858,1
TransactionId_105982,0
TransactionId_53678,1
TransactionId_117657,0
TransactionId_114712,1
TransactionId_10288,1
TransactionId_60940,0
TransactionId_83289,1
TransactionId_81175,1
TransactionId_2491,1
TransactionId_108526,1
TransactionId_19121,1
TransactionId_7234,1
TransactionId_83821,1
TransactionId_74593,1
TransactionId_140636,1
TransactionId_112307,1
TransactionId_47910,1
TransactionId_78235,1
TransactionId_10755,1
TransactionId_108910,1
TransactionId_54974,0
TransactionId_51928,1
TransactionId_10919,1
TransactionId_3811,0
TransactionId_33528,1
TransactionId_103298,1
TransactionId_5980,1
TransactionId_82825,1
TransactionId_89986,1
TransactionId_58349,0
TransactionId_41267,1
TransactionId_951,1
TransactionId_112108,1
TransactionId_106702,0
TransactionId_74694,1
TransactionId_49322,0
TransactionId_55374,1
TransactionId_40816,1
TransactionId_134458,0
TransactionId_83130,1
TransactionId_3859,1
TransactionId_7090,1
TransactionId_84709,1
TransactionId_119449,1
TransactionId_96714,0
TransactionId_7833,1
TransactionId_126383,1
TransactionId_12076,1
TransactionId_100370,1
TransactionId_108383,1
TransactionId_79182,1
TransactionId_115689,1
TransactionId_85448,1
TransactionId_91921,0
TransactionId_10107,1
TransactionId_120275,0
TransactionId_95954,1
TransactionId_87825,1
TransactionId_114434,1
TransactionId_1560,0
TransactionId_96851,1
TransactionId_32614,1
TransactionId_83374,1
TransactionId_43602,1
TransactionId_102720,1
TransactionId_4954,1
TransactionId_140296,0
TransactionId_132292,1
TransactionId_111778,0
TransactionId_117555,1
TransactionId_122534,1
TransactionId_102995,1
TransactionId_125552,0
TransactionId_134528,1
TransactionId_108875,1
TransactionId_11734,1
TransactionId_137004,1
TransactionId_38044,0
TransactionId_15497,1
TransactionId_101338,1
TransactionId_119587,1
TransactionId_9651,0
TransactionId_38643,1
TransactionId_87805,1
TransactionId_138249,0
TransactionId_244,1
TransactionId_92892,1
TransactionId_53363,1
TransactionId_50312,0
TransactionId_4370,1
TransactionId_54015,1
TransactionId_18322,0
TransactionId_135187,1
TransactionId_55100,0
TransactionId_140635,1
TransactionId_92722,0
TransactionId_131056,1
TransactionId_64933,0
TransactionId_40212,1
TransactionId_28997,1
TransactionId_83762,1
TransactionId_79613,1
TransactionId_8861,1
TransactionId_127004,0
TransactionId_135991,1
TransactionId_70291,0
TransactionId_4730,1
TransactionId_65147,1
TransactionId_108950,0
TransactionId_31027,1
TransactionId_34022,1
TransactionId_6285,1
TransactionId_54777,1
TransactionId_4259,0
TransactionId_82185,1
TransactionId_93416,1
TransactionId_42488,0
TransactionId_77178,1
TransactionId_8504,0
TransactionId_69788,1
TransactionId_96648,1
TransactionId_89116,0
TransactionId_34822,1
TransactionId_22599,1
TransactionId_83439,0
TransactionId_104126,1
TransactionId_23722,1
TransactionId_99297,0
TransactionId_93563,0
TransactionId_95614,1
TransactionId_101579,0
TransactionId_51769,1
TransactionId_90220,0
TransactionId_23574,1
TransactionId_65969,1
TransactionId_8841,1
TransactionId_108291,1
TransactionId_127701,1
TransactionId_90283,0
TransactionId_52776,1
TransactionId_120332,1
TransactionId_119576,1
TransactionId_71177,0
TransactionId_11107,1
TransactionId_62159,1
TransactionId_17110,0
TransactionId_1148,1
TransactionId_59408,0
TransactionId_13407,1
TransactionId_18686,0
TransactionId_101941,1
TransactionId_114467,1
TransactionId_133532,0
TransactionId_78686,1
TransactionId_79007,0
TransactionId_94117,0
TransactionId_75438,1
TransactionId_67404,0
TransactionId_24766,1
TransactionId_99086,1
TransactionId_9607,1
TransactionId_105340,1
TransactionId_90658,0
TransactionId_61889,1
TransactionId_138864,1
TransactionId_63994,1
TransactionId_36012,1
TransactionId_73247,1
TransactionId_87039,0
TransactionId_44319,1
TransactionId_1914,1
TransactionId_19931,1
TransactionId_63476,0
TransactionId_128447,1
TransactionId_48684,1
TransactionId_37980,1
TransactionId_48029,0
TransactionId_85464,1
TransactionId_48385,1
TransactionId_85264,1
TransactionId_73303,0
TransactionId_23046,1
TransactionId_130427,0
TransactionId_67012,1
TransactionId_83852,1
TransactionId_136747,1
TransactionId_111343,1
TransactionId_81098,0
TransactionId_75740,1
TransactionId_63424,0
TransactionId_16379,1
TransactionId_78712,1
TransactionId_42306,0
TransactionId_36880,1
TransactionId_11010,1
TransactionId_87461,0
TransactionId_27199,1
TransactionId_16801,1
TransactionId_59893,1
TransactionId_33607,1
TransactionId_65102,1
TransactionId_110034,1
TransactionId_106520,1
TransactionId_43524,1
TransactionId_123317,0
TransactionId_60789,1
TransactionId_117303,1
TransactionId_115877,1
TransactionId_118261,1
TransactionId_110552,0
TransactionId_93388,1
TransactionId_43855,1
TransactionId_90975,1
TransactionId_117647,1
TransactionId_117617,1
TransactionId_55155,1
TransactionId_68233,1
TransactionId_104658,1
TransactionId_134632,1
TransactionId_130306,0
TransactionId_77623,1
TransactionId_50140,1
TransactionId_78042,1
TransactionId_93114,0
TransactionId_42364,1
TransactionId_118685,0
TransactionId_55473,1
TransactionId_17690,1
TransactionId_41088,1
TransactionId_15551,1
TransactionId_104069,0
TransactionId_112754,1
TransactionId_38645,1
TransactionId_86209,1
TransactionId_26424,0
TransactionId_102616,1
TransactionId_83594,1
TransactionId_139748,1
TransactionId_90282,1
TransactionId_35735,0
TransactionId_78165,1
TransactionId_56009,1
TransactionId_109361,1
TransactionId_23403,1
TransactionId_75410,1
TransactionId_108825,1
TransactionId_133230,1
TransactionId_8429,1
TransactionId_62026,1
TransactionId_113025,1
TransactionId_40898,1
TransactionId_93528,1
TransactionId_6708,1
TransactionId_20926,1
TransactionId_105691,0
TransactionId_95540,1
TransactionId_47369,0
TransactionId_100480,1
TransactionId_45631,0
TransactionId_86567,1
TransactionId_49647,1
TransactionId_89098,1
TransactionId_118526,1
TransactionId_57034,0
TransactionId_58824,1
TransactionId_60827,0
TransactionId_139218,1
TransactionId_102717,1
TransactionId_34300,0
TransactionId_37436,1
TransactionId_65841,1
TransactionId_15556,1
TransactionId_101613,0
TransactionId_3071,1
TransactionId_119016,1
TransactionId_4918,0
TransactionId_78193,1
TransactionId_48567,0
TransactionId_54303,1
TransactionId_32670,1
TransactionId_112563,1
TransactionId_41603,1
TransactionId_13221,1
TransactionId_23720,1
TransactionId_69415,0
TransactionId_74889,1
TransactionId_64821,1
TransactionId_132492,1
TransactionId_62144,0
TransactionId_5412,1
TransactionId_23081,1
TransactionId_136045,1
TransactionId_86149,1
TransactionId_76274,0
TransactionId_65739,1
TransactionId_94827,0
TransactionId_40852,0
TransactionId_41332,1
TransactionId_88278,1
TransactionId_12766,0
TransactionId_7469,0
TransactionId_72581,1
TransactionId_22808,1
TransactionId_107534,0
TransactionId_17700,1
TransactionId_51335,0
TransactionId_108192,1
TransactionId_131996,1
TransactionId_62879,0
TransactionId_35791,1
TransactionId_126815,0
TransactionId_53311,1
TransactionId_107492,0
TransactionId_63974,1
TransactionId_88997,1
TransactionId_130809,1
TransactionId_55293,0
TransactionId_84055,1
TransactionId_106874,1
TransactionId_135195,0
TransactionId_88025,1
TransactionId_64652,1
TransactionId_78938,1
TransactionId_95451,0
TransactionId_90930,1
TransactionId_110673,1
TransactionId_21664,1
TransactionId_74255,1
TransactionId_13386,0
TransactionId_26135,1
TransactionId_2197,1
TransactionId_88776,1
TransactionId_38329,1
TransactionId_108148,1
TransactionId_127464,1
TransactionId_118517,1
TransactionId_119117,1
TransactionId_133578,0
TransactionId_729,1
TransactionId_134725,0
TransactionId_48495,1
TransactionId_36331,1
TransactionId_54856,1
TransactionId_55744,0
TransactionId_71960,1
TransactionId_31834,0
TransactionId_5572,1
TransactionId_102951,1
TransactionId_80239,1
TransactionId_34270,1
TransactionId_45964,0
TransactionId_54907,0
TransactionId_125251,0
TransactionId_83142,1
TransactionId_84432,0
TransactionId_125973,1
TransactionId_124279,1
TransactionId_28121,0
TransactionId_62501,1
TransactionId_75941,1
TransactionId_113049,1
TransactionId_125138,1
TransactionId_34923,0
TransactionId_5207,1
TransactionId_41276,1
TransactionId_86680,1
TransactionId_97948,0
TransactionId_86562,1
TransactionId_106591,1
TransactionId_75938,0
TransactionId_92870,0
TransactionId_97988,1
TransactionId_123963,0
TransactionId_36416,1
TransactionId_53108,1
TransactionId_123188,0
TransactionId_29961,0
TransactionId_115975,1
TransactionId_24753,1
TransactionId_21314,0
TransactionId_50146,1
TransactionId_35114,0
TransactionId_6124,1
TransactionId_89875,1
TransactionId_133970,0
TransactionId_88043,1
TransactionId_129221,1
TransactionId_135269,1
TransactionId_21341,1
TransactionId_76737,0
TransactionId_41205,1
TransactionId_133511,1
TransactionId_87520,1
TransactionId_138869,1
TransactionId_100127,1
TransactionId_93774,0
TransactionId_549,1
TransactionId_83522,1
TransactionId_83193,1
TransactionId_137190,0
TransactionId_64943,1
TransactionId_16038,0
TransactionId_17155,1
TransactionId_96104,0
TransactionId_129962,1
TransactionId_23618,0
TransactionId_61221,1
TransactionId_35210,1
TransactionId_103229,0
TransactionId_73340,1
TransactionId_49969,1
TransactionId_81066,0
TransactionId_119063,1
TransactionId_34782,0
TransactionId_76148,1
TransactionId_124687,1
TransactionId_89582,1
TransactionId_51211,1
TransactionId_18557,1
TransactionId_123673,1
TransactionId_26823,0
TransactionId_63406,0
TransactionId_15369,1
TransactionId_9250,1
TransactionId_60758,0
TransactionId_123544,1
TransactionId_100739,0
TransactionId_127245,1
TransactionId_132310,1
TransactionId_17774,1
TransactionId_77702,1
TransactionId_98700,1
TransactionId_91895,0
TransactionId_81572,1
TransactionId_96432,1
TransactionId_116896,1
TransactionId_106346,1
TransactionId_66501,1
TransactionId_105823,1
TransactionId_28464,1
TransactionId_88578,1
TransactionId_26979,1
TransactionId_108795,1
TransactionId_128541,1
TransactionId_21490,0
TransactionId_21982,1
TransactionId_10230,0
TransactionId_1607,1
TransactionId_115976,1
TransactionId_91438,1
TransactionId_31911,0
TransactionId_69830,1
TransactionId_104822,1
TransactionId_120932,1
TransactionId_68322,1
TransactionId_109489,0
TransactionId_92947,1
TransactionId_75452,1
TransactionId_54346,0
TransactionId_93745,1
TransactionId_20820,0
TransactionId_79928,1
TransactionId_77974,0
TransactionId_62245,1
TransactionId_90630,1
TransactionId_63793,1
TransactionId_34692,0
TransactionId_113247,0
TransactionId_54819,1
TransactionId_18994,1
TransactionId_103104,1
TransactionId_71243,1
TransactionId_66982,0
TransactionId_82175,1
TransactionId_132589,1
TransactionId_18447,1
TransactionId_7664,1
TransactionId_20647,1
TransactionId_5058,1
TransactionId_90475,0
TransactionId_113750,1
TransactionId_20282,0
TransactionId_10323,1
TransactionId_114808,0
TransactionId_22310,1
TransactionId_38001,0
TransactionId_94074,1
TransactionId_23844,0
TransactionId_120860,1
TransactionId_36811,0
TransactionId_13461,1
TransactionId_81890,1
TransactionId_86497,1
TransactionId_11059,1
TransactionId_23998,1
TransactionId_58879,1
TransactionId_11542,1
TransactionId_97024,1
TransactionId_58111,1
TransactionId_140233,1
TransactionId_136443,1
TransactionId_9846,1
TransactionId_31562,1
TransactionId_122347,1
TransactionId_38512,1
TransactionId_71822,1
TransactionId_37398,1
TransactionId_122603,1
TransactionId_92605,1
TransactionId_3079,1
TransactionId_135037,0
TransactionId_3420,1
TransactionId_82320,0
TransactionId_23681,1
TransactionId_106534,0
TransactionId_42764,1
TransactionId_122827,1
TransactionId_133466,1
TransactionId_103879,1
TransactionId_81523,1
TransactionId_97864,1
TransactionId_105853,0
TransactionId_134629,1
TransactionId_63963,1
TransactionId_86316,1
TransactionId_671,1
TransactionId_54591,0
TransactionId_91327,1
TransactionId_118687,1
TransactionId_24880,1
TransactionId_93219,0
TransactionId_37262,1
TransactionId_136404,1
TransactionId_79703,1
TransactionId_115800,1
TransactionId_93519,0
TransactionId_86263,1
TransactionId_25982,1
TransactionId_39930,0
TransactionId_56834,1
TransactionId_87974,1
TransactionId_100481,1
TransactionId_37275,0
TransactionId_64198,1
TransactionId_13273,1
TransactionId_114485,0
TransactionId_136683,1
TransactionId_3363,1
TransactionId_5278,1
TransactionId_107755,1
TransactionId_84119,0
TransactionId_36396,1
TransactionId_31994,1
TransactionId_38967,0
TransactionId_95380,0
TransactionId_34935,1
TransactionId_91463,0
TransactionId_11355,1
TransactionId_53523,0
TransactionId_81481,1
TransactionId_26719,0
TransactionId_18906,1
TransactionId_136867,1
TransactionId_77404,1
TransactionId_93492,0
TransactionId_68807,0
TransactionId_116360,1
TransactionId_21944,1
TransactionId_70164,1
TransactionId_88992,0
TransactionId_48219,1
TransactionId_51471,0
TransactionId_79915,1
TransactionId_114313,0
TransactionId_88263,1
TransactionId_57345,0
TransactionId_125592,1
TransactionId_54767,0
TransactionId_122845,1
TransactionId_120301,0
TransactionId_101219,1
TransactionId_30295,1
TransactionId_49314,1
TransactionId_20932,1
TransactionId_24947,1
TransactionId_138338,1
TransactionId_32964,0
TransactionId_133825,0
TransactionId_89606,1
TransactionId_98375,0
TransactionId_25502,1
TransactionId_122306,0
TransactionId_117225,1
TransactionId_26394,0
TransactionId_91488,1
TransactionId_98626,0
TransactionId_82766,1
TransactionId_124767,0
TransactionId_115728,1
TransactionId_25175,1
TransactionId_31983,0
TransactionId_66283,1
TransactionId_16799,0
TransactionId_96004,1
TransactionId_107594,1
TransactionId_81375,1
TransactionId_132192,0
TransactionId_85271,1
TransactionId_106119,0
TransactionId_13977,1
TransactionId_100835,0
TransactionId_19911,1
TransactionId_55371,1
TransactionId_95084,1
TransactionId_1153,1
TransactionId_30253,1
TransactionId_8376,1
TransactionId_64119,1
TransactionId_64266,1
TransactionId_140010,0
TransactionId_49149,0
TransactionId_70263,0
TransactionId_3994,1
TransactionId_55610,0
TransactionId_49288,1
TransactionId_60697,1
TransactionId_50636,1
TransactionId_35757,1
TransactionId_130952,1
TransactionId_135642,1
TransactionId_116869,1
TransactionId_135937,1
TransactionId_129320,1
TransactionId_76906,0
TransactionId_70343,0
TransactionId_48888,1
TransactionId_4321,1
TransactionId_80421,1
TransactionId_44,1
TransactionId_129220,0
TransactionId_21681,0
TransactionId_139790,1
TransactionId_36523,1
TransactionId_66665,1
TransactionId_30634,1
TransactionId_14745,1
TransactionId_123735,0
TransactionId_20906,1
TransactionId_139577,0
TransactionId_63492,1
TransactionId_28176,1
TransactionId_41814,0
TransactionId_87885,0
TransactionId_85291,1
TransactionId_43776,1
TransactionId_52228,1
TransactionId_123763,0
TransactionId_136298,0
TransactionId_42917,1
TransactionId_96244,0
TransactionId_110806,1
TransactionId_86402,0
TransactionId_78465,1
TransactionId_69956,1
TransactionId_59056,1
TransactionId_77654,1
TransactionId_82638,0
TransactionId_11762,1
TransactionId_124533,1
TransactionId_27814,1
TransactionId_122274,0
TransactionId_28662,0
TransactionId_12833,1
TransactionId_104915,1
TransactionId_71526,0
TransactionId_120533,1
TransactionId_41755,1
TransactionId_103932,1
TransactionId_42051,1
TransactionId_45409,0
TransactionId_105978,0
TransactionId_87124,1
TransactionId_102334,1
TransactionId_15554,1
TransactionId_20176,1
TransactionId_138451,0
TransactionId_95616,1
TransactionId_105654,0
TransactionId_98584,1
TransactionId_25005,1
TransactionId_92669,1
TransactionId_137772,0
TransactionId_41976,1
TransactionId_59952,1
TransactionId_104948,0
TransactionId_122565,0
TransactionId_24546,1
TransactionId_86670,1
TransactionId_48090,1
TransactionId_31789,0
TransactionId_46759,1
TransactionId_87720,1
TransactionId_122591,0
TransactionId_135014,1
TransactionId_94923,1
TransactionId_47826,1
TransactionId_97647,0
TransactionId_94194,1
TransactionId_107285,0
TransactionId_79441,1
TransactionId_97636,1
TransactionId_106060,1
TransactionId_118583,0
TransactionId_50661,1
TransactionId_134429,1
TransactionId_20582,1
TransactionId_98977,1
TransactionId_24536,1
TransactionId_123865,0
TransactionId_121101,1
TransactionId_94967,1
TransactionId_98873,0
TransactionId_80660,0
TransactionId_40470,1
TransactionId_134656,1
TransactionId_126123,0
TransactionId_40907,1
TransactionId_135111,0
TransactionId_52288,1
TransactionId_64752,0
TransactionId_60295,1
TransactionId_11313,1
TransactionId_60460,0
TransactionId_37922,1
TransactionId_114779,1
TransactionId_18473,0
TransactionId_52574,1
TransactionId_110780,1
TransactionId_16673,1
TransactionId_99770,1
TransactionId_48364,1
TransactionId_83271,1
TransactionId_130629,0
TransactionId_87023,1
TransactionId_33213,1
TransactionId_15209,1
TransactionId_24917,1
TransactionId_96246,0
TransactionId_56585,0
TransactionId_44466,1
TransactionId_70922,1
TransactionId_140031,0
TransactionId_129868,1
TransactionId_31498,0
TransactionId_55813,1
TransactionId_16712,1
TransactionId_22540,0
TransactionId_23440,1
TransactionId_82916,1
TransactionId_123157,0
TransactionId_33907,0
TransactionId_74943,1
TransactionId_47105,1
TransactionId_39243,0
TransactionId_127869,1
TransactionId_14145,1
TransactionId_131033,1
TransactionId_111401,1
TransactionId_84665,0
TransactionId_18070,1
TransactionId_26558,1
TransactionId_117462,1
TransactionId_65240,1
TransactionId_35256,0
TransactionId_112048,1
TransactionId_2107,1
TransactionId_109404,1
TransactionId_134784,0
TransactionId_34360,1
TransactionId_5673,1
TransactionId_138985,1
TransactionId_139152,0
TransactionId_37066,1
TransactionId_48117,0
TransactionId_21200,1
TransactionId_84008,1
TransactionId_81582,1
TransactionId_72567,1
TransactionId_51306,0
TransactionId_95455,1
TransactionId_73163,1
TransactionId_84899,1
TransactionId_44275,1
TransactionId_87050,1
TransactionId_116140,1
TransactionId_63906,0
TransactionId_41599,1
TransactionId_74541,0
TransactionId_117918,1
TransactionId_51080,0
TransactionId_54466,1
TransactionId_16285,0
TransactionId_16640,1
TransactionId_18603,1
TransactionId_7850,0
TransactionId_41024,0
TransactionId_111852,1
TransactionId_84066,0
TransactionId_17472,1
TransactionId_91708,1
TransactionId_58540,0
TransactionId_10079,1
TransactionId_98459,1
TransactionId_48235,1
TransactionId_128071,1
TransactionId_36101,0
TransactionId_104132,0
TransactionId_92206,1
TransactionId_137610,1
TransactionId_20580,1
TransactionId_20933,1
TransactionId_20640,1
TransactionId_63567,0
TransactionId_18880,1
TransactionId_100197,1
TransactionId_73211,0
TransactionId_130232,1
TransactionId_27213,1
TransactionId_129133,1
TransactionId_111553,1
TransactionId_107236,0
TransactionId_123104,1
TransactionId_56250,1
TransactionId_53357,1
TransactionId_138027,1
TransactionId_60563,1
TransactionId_38437,0
TransactionId_139811,1
TransactionId_131667,1
TransactionId_100199,0
TransactionId_72893,1
TransactionId_132262,1
TransactionId_91267,1
TransactionId_55573,0
TransactionId_60768,1
TransactionId_74355,1
TransactionId_34792,1
TransactionId_102918,0
TransactionId_77970,0
TransactionId_50044,1
TransactionId_2726,0
TransactionId_9751,1
TransactionId_8413,1
TransactionId_123988,1
TransactionId_88530,1
TransactionId_14891,1
TransactionId_62911,1
TransactionId_92866,0
TransactionId_73516,1
TransactionId_23124,1
TransactionId_20874,1
TransactionId_21295,0
TransactionId_91703,1
TransactionId_27396,1
TransactionId_25441,1
TransactionId_116729,1
TransactionId_14232,0
TransactionId_30345,0
TransactionId_120539,1
TransactionId_101773,1
TransactionId_62316,1
TransactionId_4037,0
TransactionId_15276,1
TransactionId_82511,1
TransactionId_14133,1
TransactionId_64098,0
TransactionId_26060,0
TransactionId_13402,1
TransactionId_16762,0
TransactionId_99971,1
TransactionId_67507,0
TransactionId_99868,1
TransactionId_101665,0
TransactionId_121473,1
TransactionId_102418,1
TransactionId_31003,1
TransactionId_114417,0
TransactionId_110280,1
TransactionId_21150,1
TransactionId_18632,1
TransactionId_79281,1
TransactionId_28597,0
TransactionId_47045,0
TransactionId_121514,1
TransactionId_126563,1
TransactionId_135859,1
TransactionId_112137,1
TransactionId_37346,0
TransactionId_105935,1
TransactionId_91420,1
TransactionId_10097,0
TransactionId_123933,1
TransactionId_139865,1
TransactionId_132283,0
TransactionId_77957,1
TransactionId_3836,0
TransactionId_76953,1
TransactionId_91946,0
TransactionId_40347,1
TransactionId_93970,1
TransactionId_54783,0
TransactionId_22457,1
TransactionId_10658,1
TransactionId_70084,1
TransactionId_140179,1
TransactionId_31127,1
TransactionId_19054,0
TransactionId_82515,1
TransactionId_34308,1
TransactionId_28666,1
TransactionId_54082,0
TransactionId_10743,1
TransactionId_112582,1
TransactionId_21246,1
TransactionId_55491,1
TransactionId_1105,1
TransactionId_72792,1
TransactionId_43702,1
TransactionId_31879,1
TransactionId_37228,0
TransactionId_31285,1
TransactionId_129690,1
TransactionId_29045,1
TransactionId_22199,1
TransactionId_114605,1
TransactionId_19293,1
TransactionId_86407,1
TransactionId_136134,0
TransactionId_125522,1
TransactionId_67132,0
TransactionId_111547,1
TransactionId_35205,1
TransactionId_53949,0
TransactionId_86481,1
TransactionId_94826,0
TransactionId_8807,1
TransactionId_34346,0
TransactionId_27554,1
TransactionId_23591,1
TransactionId_14997,1
TransactionId_77487,0
TransactionId_84373,1
TransactionId_17076,0
TransactionId_134934,1
TransactionId_116889,0
TransactionId_47729,1
TransactionId_133687,1
TransactionId_123269,0
TransactionId_105443,1
TransactionId_35089,0
TransactionId_106167,1
TransactionId_100123,1
TransactionId_40703,0
TransactionId_10754,1
TransactionId_98606,1
TransactionId_41395,1
TransactionId_44659,1
TransactionId_119873,1
TransactionId_116410,1
TransactionId_93280,0
TransactionId_10154,0
TransactionId_803,1
TransactionId_85425,0
TransactionId_126335,1
TransactionId_127346,0
TransactionId_25375,1
TransactionId_16284,0
TransactionId_18413,1
TransactionId_1583,0
TransactionId_79749,1
TransactionId_78746,1
TransactionId_111332,1
TransactionId_40008,1
TransactionId_6138,1
TransactionId_74184,1
TransactionId_108242,1
TransactionId_106007,0
TransactionId_135605,1
TransactionId_73217,1
TransactionId_107989,1
TransactionId_55961,1
TransactionId_41771,0
TransactionId_71270,1
TransactionId_86237,1
TransactionId_21276,0
TransactionId_93081,1
TransactionId_124980,1
TransactionId_40180,1
TransactionId_85403,1
TransactionId_24110,1
TransactionId_100219,0
TransactionId_44513,1
TransactionId_52083,0
TransactionId_50728,1
TransactionId_118777,0
TransactionId_12911,1
TransactionId_110606,1
TransactionId_84963,1
TransactionId_107852,1
TransactionId_72417,1
TransactionId_107896,1
TransactionId_102530,1
TransactionId_91032,0
TransactionId_140634,0
TransactionId_129234,1
TransactionId_3643,1
TransactionId_33004,1
TransactionId_126359,0
TransactionId_97168,1
TransactionId_37892,1
TransactionId_20980,0
TransactionId_134280,0
TransactionId_58867,1
TransactionId_20665,1
TransactionId_123025,1
TransactionId_96270,1
TransactionId_16256,1
TransactionId_114449,1
TransactionId_23935,0
TransactionId_20360,1
TransactionId_115474,0
TransactionId_103391,1
TransactionId_68559,1
TransactionId_96984,1
TransactionId_57389,1
TransactionId_68783,0
TransactionId_82350,1
TransactionId_132023,1
TransactionId_98227,1
TransactionId_116646,1
TransactionId_112653,1
TransactionId_136902,1
TransactionId_111072,1
TransactionId_61937,1
TransactionId_139295,1
TransactionId_62981,1
TransactionId_84368,1
TransactionId_9153,1
TransactionId_116065,1
TransactionId_73811,1
TransactionId_17656,0
TransactionId_127893,1
TransactionId_130825,1
TransactionId_139311,1
TransactionId_35909,1
TransactionId_128102,1
TransactionId_5661,1
TransactionId_107609,1
TransactionId_117282,1
TransactionId_45893,1
TransactionId_53857,1
TransactionId_49386,0
TransactionId_125866,1
TransactionId_130720,0
TransactionId_87400,1
TransactionId_116268,0
TransactionId_48280,1
TransactionId_12845,1
TransactionId_77158,0
TransactionId_89245,1
TransactionId_37424,1
TransactionId_137774,1
TransactionId_65735,1
TransactionId_28851,0
TransactionId_41734,1
TransactionId_106626,1
TransactionId_101874,1
TransactionId_87365,0
TransactionId_49054,1
TransactionId_51977,1
TransactionId_110205,0
TransactionId_92159,1
TransactionId_129277,1
TransactionId_32315,1
TransactionId_76282,1
TransactionId_75543,1
TransactionId_46472,1
TransactionId_131563,0
TransactionId_120938,1
TransactionId_15537,1
TransactionId_97566,1
TransactionId_63057,0
TransactionId_12604,1
TransactionId_57546,1
TransactionId_125015,1
TransactionId_91906,1
TransactionId_40998,1
TransactionId_71595,1
TransactionId_10265,1
TransactionId_40536,1
TransactionId_78922,0
TransactionId_78328,1
TransactionId_124045,0
TransactionId_101458,1
TransactionId_106022,1
TransactionId_51823,0
TransactionId_76911,1
TransactionId_48397,1
TransactionId_83614,1
TransactionId_77211,1
TransactionId_43587,0
TransactionId_6168,0
TransactionId_95587,1
TransactionId_45238,1
TransactionId_6270,1
TransactionId_116800,0
TransactionId_127626,1
TransactionId_128617,1
TransactionId_97134,1
TransactionId_95125,1
TransactionId_117936,1
TransactionId_74282,1
TransactionId_98732,1
TransactionId_119038,1
TransactionId_114159,1
TransactionId_51498,1
TransactionId_70482,0
TransactionId_89113,1
TransactionId_139589,1
TransactionId_120654,1
TransactionId_51225,1
TransactionId_140433,1
TransactionId_100137,0
TransactionId_74654,1
TransactionId_69507,0
TransactionId_19384,1
TransactionId_34841,0
TransactionId_70624,1
TransactionId_54908,1
TransactionId_10088,1
TransactionId_72426,0
TransactionId_83342,1
TransactionId_14657,0
TransactionId_8512,1
TransactionId_22901,0
TransactionId_54653,1
TransactionId_10464,1
TransactionId_46421,0
TransactionId_36872,1
TransactionId_5841,1
TransactionId_106962,0
TransactionId_134403,0
TransactionId_35644,1
TransactionId_123684,1
TransactionId_40748,0
TransactionId_64396,1
TransactionId_135769,0
TransactionId_87316,0
TransactionId_138868,1
TransactionId_4884,1
TransactionId_112092,0
TransactionId_127164,1
TransactionId_30735,0
TransactionId_123315,1
TransactionId_36765,1
TransactionId_46246,0
TransactionId_101049,1
TransactionId_140019,0
TransactionId_34442,1
TransactionId_53465,1
TransactionId_55037,0
TransactionId_132556,1
TransactionId_56644,1
TransactionId_125856,1
TransactionId_48021,0
TransactionId_801,0
TransactionId_29984,1
TransactionId_94167,1
TransactionId_27320,1
TransactionId_57163,0
TransactionId_48651,1
TransactionId_33942,0
TransactionId_39200,1
TransactionId_136973,0
TransactionId_133145,1
TransactionId_59310,0
TransactionId_22219,1
TransactionId_122177,0
TransactionId_52955,1
TransactionId_3660,0
TransactionId_76624,1
TransactionId_121045,1
TransactionId_81285,0
TransactionId_13965,1
TransactionId_52526,1
TransactionId_58473,1
TransactionId_77227,1
TransactionId_91499,0
TransactionId_131605,1
TransactionId_64359,1
TransactionId_119771,1
TransactionId_4993,1
TransactionId_76166,1
TransactionId_137196,1
TransactionId_130149,0
TransactionId_70817,1
TransactionId_13348,0
TransactionId_78961,1
TransactionId_76775,1
TransactionId_67030,0
TransactionId_24874,1
TransactionId_50646,1
TransactionId_64980,1
TransactionId_78066,1
TransactionId_9902,1
TransactionId_89166,1
TransactionId_40396,1
TransactionId_46207,1
TransactionId_16180,1
TransactionId_97971,1
TransactionId_81125,1
TransactionId_55734,0
TransactionId_94891,1
TransactionId_111722,1
TransactionId_49496,1
TransactionId_136569,1
TransactionId_116675,1
TransactionId_57032,0
TransactionId_43883,1
TransactionId_59365,0
