,year,location_type,cellphone_access,household_size,age_of_respondent,marital_status,education_level,job_type,country_Kenya,country_Rwanda,country_Tanzania,country_Uganda,gender_of_respondent_Female,gender_of_respondent_Male,relationship_with_head_Child,relationship_with_head_Head of Household,relationship_with_head_Other non-relatives,relationship_with_head_Other relative,relationship_with_head_Parent,relationship_with_head_Spouse
6518,0,0,0,2,21,3,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6519,0,0,1,6,21,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6520,0,1,1,4,16,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6521,0,0,0,2,58,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6522,0,0,1,5,2,3,3,1,0,1,0,0,1,0,1,0,0,0,0,0
6523,0,0,1,5,25,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6524,0,0,1,4,18,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0
6525,0,0,1,4,2,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6526,0,0,1,4,39,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6527,0,0,0,8,44,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6528,0,0,1,5,40,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6529,0,0,1,6,18,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6530,0,0,1,2,49,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6531,0,0,0,5,32,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6532,0,0,1,3,27,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6533,0,0,1,5,12,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6534,0,0,1,6,23,2,3,2,0,1,0,0,1,0,0,0,0,0,0,1
6535,0,0,1,3,19,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6536,0,0,1,4,17,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6537,0,0,0,0,39,4,0,4,0,1,0,0,1,0,0,1,0,0,0,0
6538,0,0,1,3,12,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6539,0,0,1,3,33,4,5,1,0,1,0,0,1,0,0,1,0,0,0,0
6540,0,0,1,3,11,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6541,0,1,1,7,41,2,2,8,0,1,0,0,1,0,0,0,0,0,0,1
6542,0,0,1,4,15,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6543,0,1,1,3,22,2,5,8,0,1,0,0,1,0,0,0,0,0,0,1
6544,0,0,1,3,5,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6545,0,0,1,5,42,2,0,9,0,1,0,0,0,1,0,1,0,0,0,0
6546,0,1,1,3,6,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6547,0,0,0,2,32,4,2,4,0,1,0,0,1,0,0,1,0,0,0,0
6548,0,0,1,3,46,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6549,0,0,1,2,10,2,2,9,0,1,0,0,1,0,0,0,0,0,0,1
6550,0,0,1,3,12,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6551,0,0,1,4,15,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6552,0,0,1,5,4,3,5,5,0,1,0,0,0,1,1,0,0,0,0,0
6553,0,1,1,3,18,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6554,0,0,1,5,29,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6555,0,1,1,1,24,3,3,5,0,1,0,0,0,1,0,1,0,0,0,0
6556,0,0,0,4,28,4,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6557,0,0,1,3,11,3,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6558,0,0,0,2,14,3,0,8,0,1,0,0,1,0,0,1,0,0,0,0
6559,0,0,1,2,8,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6560,0,0,1,7,39,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0
6561,0,1,1,1,3,3,3,9,0,1,0,0,0,1,0,1,0,0,0,0
6562,0,0,1,2,27,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6563,0,0,1,5,52,2,2,9,0,1,0,0,0,1,0,1,0,0,0,0
6564,0,0,1,6,31,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6565,0,1,1,3,20,2,3,2,0,1,0,0,0,1,0,1,0,0,0,0
6566,0,0,1,5,51,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6567,0,0,0,3,33,2,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6568,0,0,0,2,71,2,0,8,0,1,0,0,0,1,0,1,0,0,0,0
6569,0,1,1,1,57,4,0,9,0,1,0,0,1,0,0,1,0,0,0,0
6570,0,0,1,6,20,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6571,0,0,1,4,14,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6572,0,0,1,3,3,3,3,1,0,1,0,0,1,0,1,0,0,0,0,0
6573,0,0,1,4,22,0,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6574,0,0,1,3,15,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6575,0,0,1,3,19,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6576,0,0,1,5,21,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6577,0,0,1,1,29,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6578,0,0,0,2,5,3,2,8,0,1,0,0,1,0,1,0,0,0,0,0
6579,0,0,1,1,16,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6580,0,0,1,2,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6581,0,0,1,2,11,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6582,0,0,1,3,2,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0
6583,0,0,1,4,16,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6584,0,0,1,3,0,3,2,8,0,1,0,0,1,0,1,0,0,0,0,0
6585,0,0,1,3,12,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6586,0,0,1,3,15,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6587,0,0,1,5,3,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6588,0,0,0,4,15,2,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6589,0,1,1,3,14,2,2,7,0,1,0,0,0,1,0,1,0,0,0,0
6590,0,0,1,2,7,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6591,0,0,1,3,11,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6592,0,0,1,7,5,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6593,0,0,1,8,3,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6594,0,0,1,5,27,2,3,5,0,1,0,0,1,0,0,0,0,0,0,1
6595,0,0,1,1,4,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0
6596,0,0,1,1,16,4,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6597,0,0,1,4,26,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6598,0,0,1,3,11,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6599,0,0,1,3,21,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6600,0,0,1,1,53,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6601,0,0,1,5,18,2,2,9,0,1,0,0,0,1,0,1,0,0,0,0
6602,0,0,1,2,11,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6603,0,0,1,1,49,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6604,0,0,1,7,4,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0
6605,0,1,1,4,15,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6606,0,0,0,2,40,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6607,0,0,1,4,16,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6608,0,1,1,9,12,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6609,0,0,0,0,20,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6610,0,0,1,6,2,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6611,0,0,1,6,19,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6612,0,1,1,1,19,0,2,9,0,1,0,0,1,0,0,1,0,0,0,0
6613,0,0,0,3,13,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6614,0,0,1,3,2,3,2,9,0,1,0,0,1,0,0,0,0,0,1,0
6615,0,0,1,8,3,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6616,0,0,1,4,39,2,0,9,0,1,0,0,0,1,0,1,0,0,0,0
6617,0,0,0,3,32,4,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6618,0,1,1,0,13,3,4,8,0,1,0,0,0,1,0,1,0,0,0,0
6619,0,0,0,3,40,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6620,0,1,1,2,9,3,3,8,0,1,0,0,0,1,0,0,0,1,0,0
6621,0,0,1,1,40,4,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6622,0,0,1,6,6,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0
6623,0,0,1,3,51,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6624,0,0,1,4,15,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6625,0,1,1,4,5,3,4,5,0,1,0,0,1,0,0,0,1,0,0,0
6626,0,0,1,7,2,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6627,0,0,1,4,21,2,3,8,0,1,0,0,1,0,0,0,0,0,0,1
6628,0,0,0,10,5,3,5,5,0,1,0,0,1,0,1,0,0,0,0,0
6629,0,0,1,2,20,2,4,2,0,1,0,0,0,1,0,1,0,0,0,0
6630,0,0,1,3,21,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6631,0,0,1,3,5,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6632,0,0,1,3,12,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6633,0,0,1,3,12,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6634,0,0,1,3,14,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6635,0,0,1,2,21,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6636,0,0,0,1,42,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0
6637,0,0,1,0,47,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6638,0,0,1,2,52,4,2,8,0,1,0,0,1,0,0,1,0,0,0,0
6639,0,0,1,5,22,2,3,5,0,1,0,0,1,0,0,0,0,0,0,1
6640,0,0,0,4,34,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6641,0,0,1,2,7,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6642,0,0,1,4,13,2,2,4,0,1,0,0,1,0,0,0,0,0,0,1
6643,0,0,1,2,4,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6644,0,0,0,1,55,4,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6645,0,1,1,4,22,2,3,8,0,1,0,0,1,0,0,1,0,0,0,0
6646,0,0,1,5,36,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6647,0,0,1,5,17,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6648,0,1,1,2,14,2,3,2,0,1,0,0,1,0,0,0,0,0,0,1
6649,0,0,1,5,18,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6650,0,0,1,0,63,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6651,0,0,0,9,30,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6652,0,0,1,2,16,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6653,0,0,1,5,22,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6654,0,0,1,3,4,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6655,0,0,1,2,38,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6656,0,0,1,3,16,2,3,5,0,1,0,0,0,1,0,1,0,0,0,0
6657,0,0,1,3,63,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6658,0,0,1,4,4,3,3,5,0,1,0,0,0,1,1,0,0,0,0,0
6659,0,0,1,4,17,2,5,1,0,1,0,0,1,0,0,0,0,0,0,1
6660,0,0,1,2,5,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6661,0,0,0,1,57,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6662,0,0,1,5,0,3,2,5,0,1,0,0,0,1,0,0,0,0,1,0
6663,0,0,0,3,6,0,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6664,0,0,1,4,4,3,3,5,0,1,0,0,1,0,1,0,0,0,0,0
6665,0,0,0,2,14,2,3,5,0,1,0,0,0,1,0,1,0,0,0,0
6666,0,0,1,4,38,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6667,0,0,1,4,8,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0
6668,0,0,1,2,10,3,2,5,0,1,0,0,0,1,0,0,0,0,1,0
6669,0,1,1,4,0,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6670,0,1,1,1,17,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6671,0,0,0,4,79,2,0,4,0,1,0,0,0,1,0,1,0,0,0,0
6672,0,0,1,3,4,3,2,1,0,1,0,0,1,0,0,0,0,0,1,0
6673,0,0,1,3,35,2,2,9,0,1,0,0,0,1,0,1,0,0,0,0
6674,0,0,1,5,14,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6675,0,0,1,4,16,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6676,0,0,1,2,4,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0
6677,0,0,1,4,15,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6678,0,0,1,5,14,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6679,0,1,1,6,1,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6680,0,0,1,7,19,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6681,0,0,1,4,17,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6682,0,1,1,4,1,3,3,5,0,1,0,0,0,1,1,0,0,0,0,0
6683,0,0,1,1,14,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6684,0,0,1,4,31,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6685,0,0,1,1,8,3,2,8,0,1,0,0,1,0,1,0,0,0,0,0
6686,0,0,1,4,47,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6687,0,0,0,0,55,4,0,8,0,1,0,0,1,0,0,1,0,0,0,0
6688,0,1,1,4,19,2,2,8,0,1,0,0,1,0,0,0,0,0,0,1
6689,0,0,1,0,8,3,3,7,0,1,0,0,0,1,0,1,0,0,0,0
6690,0,0,1,5,7,2,3,3,0,1,0,0,1,0,1,0,0,0,0,0
6691,0,0,1,4,20,2,2,7,0,1,0,0,0,1,0,1,0,0,0,0
6692,0,0,1,6,24,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6693,0,0,1,2,44,4,0,8,0,1,0,0,1,0,0,1,0,0,0,0
6694,0,0,1,9,11,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0
6695,0,0,1,4,19,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6696,0,0,1,2,9,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6697,0,0,1,5,3,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6698,0,0,1,3,51,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6699,0,1,1,1,7,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6700,0,0,1,4,37,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6701,0,0,1,2,31,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6702,0,1,1,5,18,2,2,9,0,1,0,0,1,0,0,0,0,0,0,1
6703,0,0,1,7,0,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6704,0,0,1,2,19,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6705,0,0,0,3,38,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6706,0,1,1,1,23,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6707,0,0,1,6,44,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6708,0,0,1,4,16,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6709,0,0,1,6,2,3,2,5,0,1,0,0,0,1,0,0,0,0,1,0
6710,0,0,1,6,0,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6711,0,1,1,3,13,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6712,0,0,1,3,14,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6713,0,1,1,7,27,2,2,8,0,1,0,0,1,0,0,0,0,0,0,1
6714,0,0,1,6,22,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6715,0,0,1,4,21,3,0,8,0,1,0,0,1,0,0,0,0,1,0,0
6716,0,1,1,2,44,2,2,8,0,1,0,0,1,0,0,0,0,0,0,1
6717,0,0,1,4,26,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6718,0,0,0,5,34,4,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6719,0,0,1,12,3,3,3,5,0,1,0,0,0,1,1,0,0,0,0,0
6720,0,0,1,6,17,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6721,0,0,1,1,50,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6722,0,0,0,2,18,0,2,8,0,1,0,0,1,0,0,1,0,0,0,0
6723,0,0,1,3,16,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6724,0,0,1,3,14,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6725,0,0,1,4,18,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6726,0,0,1,3,23,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6727,0,0,1,5,6,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6728,0,0,1,2,3,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6729,0,0,1,8,29,4,3,1,0,1,0,0,0,1,0,1,0,0,0,0
6730,0,0,1,2,4,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0
6731,0,0,1,2,14,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6732,0,0,1,2,18,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6733,0,1,1,2,9,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6734,0,0,1,5,15,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6735,0,0,1,2,24,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6736,0,0,1,3,24,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6737,0,0,1,5,17,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6738,0,0,1,3,9,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6739,0,0,0,3,14,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6740,0,0,0,1,56,2,0,4,0,1,0,0,1,0,0,1,0,0,0,0
6741,0,0,1,1,10,4,3,8,0,1,0,0,1,0,0,1,0,0,0,0
6742,0,0,1,3,9,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6743,0,0,1,1,53,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6744,0,0,0,2,25,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6745,0,0,1,3,14,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6746,0,0,1,0,6,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6747,0,0,1,2,47,2,2,5,0,1,0,0,0,1,0,1,0,0,0,0
6748,0,0,0,5,13,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6749,0,0,1,5,19,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6750,0,1,1,6,14,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6751,0,0,0,5,42,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6752,0,0,1,3,23,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6753,0,0,1,4,24,0,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6754,0,0,1,5,26,2,4,1,0,1,0,0,1,0,0,0,0,0,0,1
6755,0,0,1,5,2,3,3,1,0,1,0,0,1,0,1,0,0,0,0,0
6756,0,0,1,1,3,3,3,5,0,1,0,0,0,1,0,1,0,0,0,0
6757,0,0,0,6,20,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6758,0,0,0,4,0,3,3,5,0,1,0,0,0,1,1,0,0,0,0,0
6759,0,0,1,6,6,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6760,0,0,1,3,46,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6761,0,0,1,5,1,3,2,5,0,1,0,0,0,1,1,0,0,0,0,0
6762,0,0,1,4,5,3,3,1,0,1,0,0,1,0,1,0,0,0,0,0
6763,0,0,1,5,21,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6764,0,0,0,6,0,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6765,0,0,1,2,6,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6766,0,0,1,3,7,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6767,0,0,1,7,0,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6768,0,0,1,7,22,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6769,0,0,1,4,1,3,2,9,0,1,0,0,0,1,1,0,0,0,0,0
6770,0,0,1,3,31,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0
6771,0,0,1,4,2,3,2,9,0,1,0,0,0,1,1,0,0,0,0,0
6772,0,1,1,6,19,2,2,7,0,1,0,0,1,0,0,0,0,0,0,1
6773,0,0,1,2,20,2,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6774,0,0,1,4,15,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6775,0,0,1,3,8,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6776,0,1,1,3,14,2,4,2,0,1,0,0,1,0,0,0,0,0,0,1
6777,0,0,1,4,9,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0
6778,0,0,1,4,10,4,0,9,0,1,0,0,1,0,0,1,0,0,0,0
6779,0,0,1,2,4,3,5,9,0,1,0,0,1,0,1,0,0,0,0,0
6780,0,0,1,8,1,3,2,3,0,1,0,0,0,1,1,0,0,0,0,0
6781,0,0,0,2,19,3,0,9,0,1,0,0,1,0,0,1,0,0,0,0
6782,0,0,1,6,5,3,3,5,0,1,0,0,1,0,1,0,0,0,0,0
6783,0,0,1,6,4,3,2,9,0,1,0,0,1,0,0,0,0,0,1,0
6784,0,0,1,4,2,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6785,0,0,1,3,4,3,3,5,0,1,0,0,0,1,1,0,0,0,0,0
6786,0,0,1,3,16,2,2,9,0,1,0,0,1,0,0,0,0,0,0,1
6787,0,0,1,1,67,2,2,8,0,1,0,0,0,1,0,1,0,0,0,0
6788,0,0,1,7,26,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0
6789,0,0,1,3,8,2,3,5,0,1,0,0,1,0,0,0,0,0,0,1
6790,0,0,1,4,9,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0
6791,0,0,1,3,1,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0
6792,0,0,0,3,18,2,2,8,0,1,0,0,1,0,0,0,0,0,0,1
6793,0,0,1,3,33,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6794,0,0,0,5,1,3,3,8,0,1,0,0,1,0,1,0,0,0,0,0
6795,0,0,1,2,24,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6796,0,0,1,6,35,4,0,5,0,1,0,0,1,0,0,1,0,0,0,0
6797,0,0,1,2,12,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1
6798,0,0,1,2,12,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6799,0,0,1,1,7,2,3,8,0,1,0,0,1,0,0,0,0,0,0,1
6800,0,0,1,2,53,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6801,0,0,1,3,14,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6802,0,0,1,3,24,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6803,0,0,1,1,36,0,5,1,0,1,0,0,1,0,0,1,0,0,0,0
6804,0,0,1,6,26,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6805,0,1,0,2,3,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6806,0,0,1,1,45,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6807,0,0,1,5,24,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6808,0,1,1,4,16,2,2,9,0,1,0,0,1,0,0,0,0,0,0,1
6809,0,1,1,10,1,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6810,0,1,1,8,18,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0
6811,0,0,1,3,2,3,2,5,0,1,0,0,0,1,0,0,1,0,0,0
6812,0,0,1,3,3,3,2,1,0,1,0,0,0,1,1,0,0,0,0,0
6813,0,0,1,2,7,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6814,0,1,1,4,6,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0
6815,0,1,1,6,56,2,5,8,0,1,0,0,0,1,0,1,0,0,0,0
6816,0,1,1,2,22,0,0,7,0,1,0,0,1,0,0,1,0,0,0,0
6817,0,0,1,4,34,2,2,5,0,1,0,0,1,0,0,1,0,0,0,0
6818,0,0,1,5,22,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0
6819,0,1,1,2,10,2,2,3,0,1,0,0,0,1,0,1,0,0,0,0
6820,0,0,0,4,14,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6821,0,0,1,4,45,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6822,0,0,0,5,26,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
6823,0,0,1,4,16,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6824,0,0,1,1,15,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6825,0,0,1,2,14,2,3,1,0,1,0,0,0,1,0,1,0,0,0,0
6826,0,0,1,4,25,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6827,0,0,1,3,4,3,2,5,0,1,0,0,1,0,1,0,0,0,0,0
6828,0,0,1,4,49,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6829,0,0,0,4,11,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1
6830,0,0,1,1,57,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0
6831,0,0,1,5,30,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0
6832,0,0,1,2,10,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1
6833,0,0,1,1,50,4,2,1,0,1,0,0,0,1,0,1,0,0,0,0
6834,0,1,1,5,1,3,3,8,0,1,0,0,0,1,1,0,0,0,0,0
6835,0,0,1,2,10,2,3,8,0,1,0,0,1,0,0,0,0,0,0,1
6836,0,0,0,5,15,3,2,1,0,1,0,0,1,0,1,0,0,0,0,0
6837,0,0,0,3,16,2,0,5,0,1,0,0,0,1,0,1,0,0,0,0
6838,0,0,1,4,35,2,0,5,0,1,0,0,1,0,0,0,0,0,0,1
